,"Heure locale
access_time
30mn
METAR",,Température,Temps,Pluie,Vent,Humidité,Bio-météo,Pt. de rosée,Pression,Visibilité
10445,2024-03-11 19:00:00,add_circle_outline,"9.9 °C
9.9 → 11.2",,0 mm/1h,"7 km/h
raf.23",85%,"9

31 ",7.5 °C,1014.3hPa,24 km
10446,2024-03-11 18:00:00,add_circle_outline,"11.1 °C
10.9 → 11.1",,0 mm/1h,"18 km/h

raf.30.6",80%,92 ,7.8 °C,1013.6hPa,23 km
10447,2024-03-11 17:00:00,add_circle_outline,"11.1 °C
11 → 11.9",,0.2 mm/1h,"14 km/h
raf.29.9",82%,167 ,8.1 °C,1012.9hPa,40 km
10448,2024-03-11 16:00:00,add_circle_outline,"11.0 °C
11 → 12.7",,0.4 mm/1h,"18 km/h

raf.32.8",82%,136 ,8 °C,1012.2hPa,19 km
10449,2024-03-11 15:00:00,add_circle_outline,"12.4 °C
12.4 → 14.1",,0 mm/1h,"18 km/h

raf.36.4",65%,278 ,6 °C,1011.3hPa,50 km
10450,2024-03-11 14:00:00,add_circle_outline,"12.9 °C
12.1 → 13.9",,0 mm/1h,"22 km/h

raf.34.9",63%,431 ,6 °C,1010.8hPa,28 km
10451,2024-03-11 13:00:00,add_circle_outline,"12.4 °C
11.9 → 13.9",,0 mm/1h,"22 km/h

raf.32.4",64%,492 ,5.8 °C,1010.4hPa,26 km
10452,2024-03-11 12:00:00,add_circle_outline,"12.9 °C
10.9 → 12.9",,0 mm/1h,"22 km/h

raf.30.6",72%,508 ,8 °C,1009.9hPa,60 km
10453,2024-03-11 11:00:00,add_circle_outline,"10.9 °C
7.2 → 10.9",,0 mm/1h,"14 km/h
raf.23",84%,425 ,8.3 °C,1009.4hPa,55 km
10454,2024-03-11 10:00:00,add_circle_outline,"7.1 °C
3.7 → 7.1",,0 mm/1h,"4 km/h
raf.11.2",98%,"7

314 ",6.8 °C,1008.4hPa,23 km
10455,2024-03-11 09:00:00,add_circle_outline,"3.6 °C
1.1 → 3.6",,0 mm/1h,"4 km/h
raf.7.6",100%,"3.1

122 ",3.6 °C,1007.6hPa,3.3 km
10456,2024-03-11 08:00:00,add_circle_outline,"1.0 °C
0.4 → 1.1",,0 mm/1h,"7 km/h
raf.8.3",99%,"-1.3

3 ",0.9 °C,1006.6hPa,300 m
10457,2024-03-11 07:00:00,add_circle_outline,"0.4 °C
0.2 → 0.9",,0 mm/1h,"4 km/h
raf.8.6",99%,-0.4,0.3 °C,1005.6hPa,200 m
10458,2024-03-11 06:00:00,add_circle_outline,"1.0 °C
1 → 2.6",,0 mm/1h,"4 km/h
raf.8.6",98%,0.3,0.7 °C,1004.5hPa,300 m
10459,2024-03-11 05:00:00,add_circle_outline,"2.7 °C
2.2 → 2.9",,0 mm/1h,"4 km/h
raf.6.8",99%,2.1,2.6 °C,1003.8hPa,200 m
10460,2024-03-11 04:00:00,add_circle_outline,"2.6 °C
2.4 → 3.3",,0 mm/1h,"4 km/h
raf.6.8",99%,2,2.5 °C,1003.2hPa,200 m
10461,2024-03-11 03:00:00,add_circle_outline,"2.8 °C
2.8 → 4",,0 mm/1h,"4 km/h
raf.12.6",98%,2.2,2.5 °C,1002.7hPa,1.3 km
10462,2024-03-11 02:00:00,add_circle_outline,"3.8 °C
3 → 4.6",,0 mm/1h,"0 km/h
raf.6.5",99%,3.8,3.7 °C,1002.4hPa,400 m
10463,2024-03-11 01:00:00,add_circle_outline,"4.2 °C
3.8 → 4.6",,0 mm/1h,"4 km/h
raf.7.6",98%,3.8,3.9 °C,1002.2hPa,500 m
10464,2024-03-12 00:00:00,add_circle_outline,"11.3 °C
11.1 → 11.6",,0 mm/1h,"11 km/h
raf.21.2",90%,,9.7 °C,1019.4hPa,55 km
10465,2024-03-12 23:00:00,add_circle_outline,"11.6 °C
11.1 → 11.7",,0 mm/1h,"11 km/h
raf.27.7",88%,,9.7 °C,1019.5hPa,35 km
10466,2024-03-12 22:00:00,add_circle_outline,"11.7 °C
11.6 → 12.2",,0 mm/1h,"14 km/h

raf.32",89%,,9.9 °C,1019.6hPa,55 km
10467,2024-03-12 21:00:00,add_circle_outline,"12.2 °C
12.2 → 12.9",,0 mm/1h,"14 km/h

raf.30.6",86%,,9.9 °C,1019.3hPa,40 km
10468,2024-03-12 20:00:00,add_circle_outline,"12.9 °C
12.6 → 13.2",,0 mm/1h,"18 km/h

raf.32.8",79%,,9.3 °C,1019.1hPa,45 km
10469,2024-03-12 19:00:00,add_circle_outline,"13.2 °C
13 → 13.6",,0 mm/1h,"14 km/h
raf.26.3",78%,8 ,9.4 °C,1019.0hPa,35 km
10470,2024-03-12 18:00:00,add_circle_outline,"13.6 °C
13.6 → 14.2",,0 mm/1h,"14 km/h

raf.30.6",77%,31 ,9.6 °C,1018.7hPa,35 km
10471,2024-03-12 17:00:00,add_circle_outline,"14.2 °C
14.2 → 14.8",,0 mm/1h,"18 km/h

raf.37.4",78%,133 ,10.4 °C,1018.3hPa,30 km
10472,2024-03-12 16:00:00,add_circle_outline,"14.8 °C
14.7 → 15.4",,0 mm/1h,"22 km/h

raf.38.9",78%,186 ,11 °C,1018.1hPa,20 km
10473,2024-03-12 15:00:00,add_circle_outline,"15.1 °C
15.1 → 15.8",,0 mm/1h,"22 km/h

raf.37.8",75%,236 ,10.7 °C,1018.0hPa,21 km
10474,2024-03-12 14:00:00,add_circle_outline,"15.6 °C
14.9 → 15.6",,0 mm/1h,"14 km/h

raf.34.2",71%,300 ,10.4 °C,1017.9hPa,23 km
10475,2024-03-12 13:00:00,add_circle_outline,"15.0 °C
14.3 → 15",,0 mm/1h,"18 km/h

raf.35.3",74%,289 ,10.4 °C,"1018.2hPa

=",30 km
10476,2024-03-12 12:00:00,add_circle_outline,"14.4 °C
12.9 → 14.8",,0 mm/1h,"18 km/h

raf.32.8",76%,311 ,10.2 °C,1018.2hPa,15 km
10477,2024-03-12 11:00:00,add_circle_outline,"12.9 °C
11.3 → 12.9",,0 mm/1h,"18 km/h

raf.32.4",87%,178 ,10.8 °C,1018.5hPa,27 km
10478,2024-03-12 10:00:00,add_circle_outline,"11.3 °C
10.1 → 11.3",,0 mm/1h,"11 km/h
raf.25.9",94%,94 ,10.4 °C,1018.3hPa,19 km
10479,2024-03-12 09:00:00,add_circle_outline,"10.1 °C
9.5 → 10.1",,0 mm/1h,"14 km/h
raf.24.8",95%,25 ,9.3 °C,1018.1hPa,19 km
10480,2024-03-12 08:00:00,add_circle_outline,"9.5 °C
8.9 → 9.5",,0.2 mm/1h,"11 km/h
raf.25.6",95%,7.8,8.7 °C,1017.7hPa,17 km
10481,2024-03-12 07:00:00,add_circle_outline,"8.8 °C
8.2 → 8.8",,0 mm/1h,"11 km/h
raf.18",94%,7,7.9 °C,"1017.7hPa

=",10 km
10482,2024-03-12 06:00:00,add_circle_outline,"8.2 °C
7.3 → 8.2",,0 mm/1h,"14 km/h
raf.20.9",93%,5.7,7.1 °C,1017.4hPa,17 km
10483,2024-03-12 05:00:00,add_circle_outline,"7.3 °C
7.1 → 7.4",,0 mm/1h,"11 km/h
raf.14.8",93%,5.2,6.2 °C,1017.6hPa,17 km
10484,2024-03-12 04:00:00,add_circle_outline,"7.2 °C
6.8 → 7.2",,0 mm/1h,"7 km/h
raf.13.7",92%,5.9,6 °C,1017.8hPa,17 km
10485,2024-03-12 03:00:00,add_circle_outline,"7.0 °C
6.7 → 7.1",,0 mm/1h,"7 km/h
raf.15.5",91%,5.6,5.6 °C,1018.1hPa,16 km
10486,2024-03-12 02:00:00,add_circle_outline,"6.7 °C
6.4 → 6.8",,0 mm/1h,"7 km/h
raf.14.4",91%,5.3,5.3 °C,1018.0hPa,17 km
10487,2024-03-12 01:00:00,add_circle_outline,"6.4 °C
6.3 → 6.8",,0 mm/1h,"11 km/h
raf.15.8",89%,4.1,4.7 °C,1018.0hPa,16 km
10488,2024-03-13 00:00:00,add_circle_outline,"9.7 °C
9.4 → 10.3",,0 mm/1h,"11 km/h
raf.14.4",90%,8,8.1 °C,1014.6hPa,26 km
10489,2024-03-13 23:00:00,add_circle_outline,"10.3 °C
10.3 → 10.7",,0 mm/1h,"4 km/h
raf.11.9",87%,,8.2 °C,1014.8hPa,25 km
10490,2024-03-13 22:00:00,add_circle_outline,"10.6 °C
10.4 → 11.9",,0 mm/1h,"7 km/h
raf.15.8",86%,,8.4 °C,1015.0hPa,40 km
10491,2024-03-13 21:00:00,add_circle_outline,"11.6 °C
11.3 → 12.5",,0 mm/1h,"4 km/h
raf.10.8",80%,,8.3 °C,1015.1hPa,40 km
10492,2024-03-13 20:00:00,add_circle_outline,"12.5 °C
12.5 → 13.9",,0 mm/1h,"7 km/h
raf.11.2",74%,,8 °C,1015.2hPa,60 km
10493,2024-03-13 19:00:00,add_circle_outline,"13.9 °C
13.9 → 15.6",,0 mm/1h,"7 km/h
raf.25.6",71%,47 ,8.7 °C,1015.0hPa,60 km
10494,2024-03-13 18:00:00,add_circle_outline,"15.6 °C
15.6 → 16.6",,0 mm/1h,"14 km/h

raf.31.7",67%,183 ,9.5 °C,1015.2hPa,40 km
10495,2024-03-13 17:00:00,add_circle_outline,"16.6 °C
16.6 → 17.1",,0 mm/1h,"18 km/h
raf.28.4",63%,356 ,9.5 °C,1015.6hPa,40 km
10496,2024-03-13 16:00:00,add_circle_outline,"16.9 °C
16.6 → 17.1",,0 mm/1h,"22 km/h

raf.32.8",61%,494 ,9.3 °C,1016.3hPa,27 km
10497,2024-03-13 15:00:00,add_circle_outline,"16.6 °C
16.2 → 16.7",,0 mm/1h,"22 km/h

raf.34.6",63%,564 ,9.5 °C,1016.7hPa,35 km
10498,2024-03-13 14:00:00,add_circle_outline,"16.3 °C
15.4 → 16.7",,0 mm/1h,"22 km/h

raf.39.6",63%,625 ,9.2 °C,1017.3hPa,50 km
10499,2024-03-13 13:00:00,add_circle_outline,"15.3 °C
14.1 → 15.6",,0 mm/1h,"22 km/h

raf.36.4",67%,558 ,9.2 °C,1017.9hPa,60 km
10500,2024-03-13 12:00:00,add_circle_outline,"14.2 °C
12.9 → 14.7",,0 mm/1h,"22 km/h

raf.36.7",70%,461 ,8.8 °C,"1018.3hPa

=",55 km
10501,2024-03-13 11:00:00,add_circle_outline,"13.1 °C
11.8 → 13.2",,0 mm/1h,"22 km/h

raf.35.6",75%,333 ,8.8 °C,1018.6hPa,60 km
10502,2024-03-13 10:00:00,add_circle_outline,"12.3 °C
11.1 → 12.7",,0 mm/1h,"22 km/h
raf.29.9",80%,272 ,8.9 °C,1018.5hPa,30 km
10503,2024-03-13 09:00:00,add_circle_outline,"11.0 °C
10.3 → 11",,0 mm/1h,"14 km/h
raf.24.1",88%,94 ,9.1 °C,1018.4hPa,30 km
10504,2024-03-13 08:00:00,add_circle_outline,"10.3 °C
9.2 → 10.3",,0 mm/1h,"11 km/h
raf.15.5",94%,11 ,9.4 °C,1018.3hPa,30 km
10505,2024-03-13 07:00:00,add_circle_outline,"9.8 °C
9.8 → 10.9",,0 mm/1h,"11 km/h
raf.19.4",94%,8.2,8.9 °C,1018.4hPa,29 km
10506,2024-03-13 06:00:00,add_circle_outline,"10.9 °C
10.9 → 11.2",,0 mm/1h,"11 km/h
raf.18.7",91%,,9.5 °C,1018.5hPa,40 km
10507,2024-03-13 05:00:00,add_circle_outline,"11.1 °C
11.1 → 11.4",,0 mm/1h,"7 km/h
raf.15.5",89%,,9.4 °C,1018.5hPa,55 km
10508,2024-03-13 04:00:00,add_circle_outline,"11.4 °C
11.4 → 11.6",,0 mm/1h,"7 km/h
raf.20.9",86%,,9.1 °C,1018.5hPa,55 km
10509,2024-03-13 03:00:00,add_circle_outline,"11.4 °C
11.2 → 11.5",,0 mm/1h,"11 km/h
raf.28.1",88%,,9.5 °C,1019.1hPa,60 km
10510,2024-03-13 02:00:00,add_circle_outline,"11.2 °C
10.9 → 11.2",,0 mm/1h,"11 km/h
raf.19.1",93%,,10.1 °C,1019.1hPa,18 km
10511,2024-03-13 01:00:00,add_circle_outline,"10.9 °C
10.8 → 11.4",,0 mm/1h,"11 km/h
raf.16.9",95%,,10.1 °C,1019.0hPa,40 km
10512,2024-03-14 00:00:00,add_circle_outline,"13.1 °C
13.1 → 13.2",,0 mm/1h,"18 km/h

raf.37.1",92%,,11.8 °C,1010.7hPa,55 km
10513,2024-03-14 23:00:00,add_circle_outline,"13.1 °C
12.9 → 13.1",,0 mm/1h,"22 km/h

raf.37.1",92%,,11.8 °C,1010.6hPa,45 km
10514,2024-03-14 22:00:00,add_circle_outline,"12.9 °C
12.8 → 12.9",,0 mm/1h,"22 km/h

raf.36.4",94%,,12 °C,1010.3hPa,10 km
10515,2024-03-14 21:00:00,add_circle_outline,"12.9 °C
12.9 → 13.9",,0 mm/1h,"22 km/h

raf.36",93%,,11.8 °C,1010.2hPa,12 km
10516,2024-03-14 20:00:00,add_circle_outline,"13.9 °C
13.9 → 14.1",,0 mm/1h,"18 km/h

raf.38.9",83%,,11.1 °C,1010.1hPa,40 km
10517,2024-03-14 19:00:00,add_circle_outline,"14.1 °C
14.1 → 14.6",,0 mm/1h,"22 km/h

raf.36.7",82%,36 ,11.1 °C,1010.0hPa,45 km
10518,2024-03-14 18:00:00,add_circle_outline,"14.5 °C
14.5 → 15.4",,0 mm/1h,"18 km/h

raf.42.1",81%,53 ,11.3 °C,1009.8hPa,50 km
10519,2024-03-14 17:00:00,add_circle_outline,"15.4 °C
15.4 → 17.5",,0 mm/1h,"25 km/h

raf.52.2",76%,153 ,11.2 °C,"1010.0hPa

=",40 km
10520,2024-03-14 16:00:00,add_circle_outline,"17.8 °C
17.3 → 19.5",,0 mm/1h,"29 km/h

raf.49",66%,425 ,11.4 °C,1009.7hPa,26 km
10521,2024-03-14 15:00:00,add_circle_outline,"18.9 °C
18.4 → 19.3",,0 mm/1h,"25 km/h

raf.41.8",52%,603 ,8.8 °C,1009.4hPa,10 km
10522,2024-03-14 14:00:00,add_circle_outline,"18.5 °C
17.3 → 18.5",,0 mm/1h,"25 km/h

raf.39.6",57%,642 ,9.8 °C,1009.9hPa,15 km
10523,2024-03-14 13:00:00,add_circle_outline,"17.3 °C
15.9 → 17.3",,0 mm/1h,"25 km/h

raf.38.9",61%,631 ,9.7 °C,1010.2hPa,22 km
10524,2024-03-14 12:00:00,add_circle_outline,"15.9 °C
12.9 → 15.9",,0 mm/1h,"14 km/h
raf.27.4",72%,436 ,10.9 °C,1010.8hPa,30 km
10525,2024-03-14 11:00:00,add_circle_outline,"12.9 °C
11.1 → 12.9",,0 mm/1h,"18 km/h
raf.25.9",80%,231 ,9.5 °C,1011.0hPa,40 km
10526,2024-03-14 10:00:00,add_circle_outline,"11.1 °C
9.5 → 11.1",,0 mm/1h,"7 km/h
raf.15.8",86%,167 ,8.8 °C,1011.2hPa,30 km
10527,2024-03-14 09:00:00,add_circle_outline,"9.4 °C
8.4 → 9.4",,0 mm/1h,"7 km/h
raf.10.8",90%,"8.4

92 ",7.8 °C,1011.3hPa,23 km
10528,2024-03-14 08:00:00,add_circle_outline,"8.4 °C
6.1 → 8.4",,0 mm/1h,"7 km/h
raf.16.2",95%,"7.2

19 ",7.6 °C,1011.3hPa,16 km
10529,2024-03-14 07:00:00,add_circle_outline,"6.1 °C
6 → 7.5",,0 mm/1h,"11 km/h
raf.14.4",96%,3.8,5.5 °C,1011.5hPa,10 km
10530,2024-03-14 06:00:00,add_circle_outline,"6.8 °C
6.7 → 7.8",,0 mm/1h,"7 km/h
raf.14.8",94%,5.4,5.9 °C,1011.7hPa,10 km
10531,2024-03-14 05:00:00,add_circle_outline,"7.1 °C
7.1 → 8.1",,0 mm/1h,"4 km/h
raf.14",94%,7,6.2 °C,1011.9hPa,9 km
10532,2024-03-14 04:00:00,add_circle_outline,"7.8 °C
7.1 → 8.4",,0 mm/1h,"11 km/h
raf.14.8",95%,5.8,7 °C,1012.5hPa,10 km
10533,2024-03-14 03:00:00,add_circle_outline,"8.2 °C
8.2 → 8.9",,0 mm/1h,"4 km/h
raf.13.7",91%,8.2,6.8 °C,1012.9hPa,12 km
10534,2024-03-14 02:00:00,add_circle_outline,"8.5 °C
8.5 → 9.7",,0 mm/1h,"4 km/h
raf.9",92%,8.5,7.3 °C,1013.9hPa,11 km
10535,2024-03-14 01:00:00,add_circle_outline,"9.5 °C
9.4 → 9.9",,0 mm/1h,"7 km/h
raf.13.7",90%,8.5,7.9 °C,1014.1hPa,23 km
10536,2024-03-15 00:00:00,add_circle_outline,"10.9 °C
10.1 → 10.9",,0 mm/1h,"18 km/h

raf.30.2",81%,,7.8 °C,1019hPa,35 km
10537,2024-03-15 23:00:00,add_circle_outline,"10.2 °C
10.2 → 11.6",,0 mm/1h,"11 km/h

raf.33.1",83%,,7.4 °C,1018.2hPa,35 km
10538,2024-03-15 22:00:00,add_circle_outline,"11.5 °C
11.4 → 12.3",,0 mm/1h,"22 km/h

raf.32.4",81%,,8.4 °C,1017.1hPa,35 km
10539,2024-03-15 21:00:00,add_circle_outline,"12.3 °C
11.9 → 12.6",,0 mm/1h,"14 km/h

raf.34.2",84%,,9.7 °C,1016.4hPa,19 km
10540,2024-03-15 20:00:00,add_circle_outline,"12.0 °C
12 → 14.2",,0.8 mm/1h,"11 km/h

raf.49.3",90%,,10.4 °C,1015.6hPa,17 km
10541,2024-03-15 19:00:00,add_circle_outline,"14.2 °C
14.2 → 14.8",,0 mm/1h,"25 km/h

raf.47.9",73%,28 ,9.4 °C,1014.4hPa,18 km
10542,2024-03-15 18:00:00,add_circle_outline,"14.9 °C
14.7 → 16",,0 mm/1h,"25 km/h

raf.52.6",66%,167 ,8.6 °C,1013.9hPa,20 km
10543,2024-03-15 17:00:00,add_circle_outline,"15.7 °C
15.7 → 16.6",,0 mm/1h,"29 km/h

raf.54.7",63%,367 ,8.7 °C,1013.5hPa,10 km
10544,2024-03-15 16:00:00,add_circle_outline,"16.6 °C
16.3 → 17.3",,0 mm/1h,"29 km/h

raf.56.5",61%,531 ,9 °C,1013.4hPa,9 km
10545,2024-03-15 15:00:00,add_circle_outline,"16.6 °C
15.3 → 16.7",,0 mm/1h,"29 km/h

raf.57.6",63%,525 ,9.5 °C,1013.3hPa,11 km
10546,2024-03-15 14:00:00,add_circle_outline,"16.3 °C
15.1 → 16.3",,0 mm/1h,"32 km/h

raf.55.1",62%,344 ,9 °C,1013.3hPa,12 km
10547,2024-03-15 13:00:00,add_circle_outline,"16.0 °C
13.6 → 16.2",,0.2 mm/1h,"25 km/h

raf.51.8",71%,467 ,10.7 °C,1013.3hPa,3 km
10548,2024-03-15 12:00:00,add_circle_outline,"15.8 °C
13.7 → 16",,0 mm/1h,"22 km/h

raf.42.5",75%,331 ,11.4 °C,1013.1hPa,14 km
10549,2024-03-15 11:00:00,add_circle_outline,"14.4 °C
14.1 → 15",,0 mm/1h,"22 km/h

raf.39.6",80%,308 ,11 °C,1013.1hPa,15 km
10550,2024-03-15 10:00:00,add_circle_outline,"14.1 °C
12.7 → 14.1",,0 mm/1h,"18 km/h

raf.32.8",86%,253 ,11.8 °C,1012.7hPa,15 km
10551,2024-03-15 09:00:00,add_circle_outline,"12.8 °C
12.5 → 13.2",,0.4 mm/1h,"18 km/h

raf.34.9",92%,81 ,11.5 °C,1012.1hPa,4.4 km
10552,2024-03-15 08:00:00,add_circle_outline,"12.5 °C
12.4 → 12.8",,0.2 mm/1h,"18 km/h

raf.35.6",92%,6 ,11.2 °C,1011.7hPa,12 km
10553,2024-03-15 07:00:00,add_circle_outline,"12.5 °C
12.5 → 12.8",,0 mm/1h,"18 km/h

raf.31",90%,,10.9 °C,1011.2hPa,12 km
10554,2024-03-15 06:00:00,add_circle_outline,"12.7 °C
12.6 → 12.9",,0 mm/1h,"22 km/h

raf.34.6",91%,,11.3 °C,"1011.3hPa

=",11 km
10555,2024-03-15 05:00:00,add_circle_outline,"12.6 °C
12.3 → 12.7",,0 mm/1h,"18 km/h

raf.31",91%,,11.2 °C,1011.2hPa,14 km
10556,2024-03-15 04:00:00,add_circle_outline,"12.6 °C
12.4 → 12.6",,0 mm/1h,"18 km/h

raf.31",90%,,11 °C,"1011.1hPa

=",14 km
10557,2024-03-15 03:00:00,add_circle_outline,"12.6 °C
12.5 → 12.7",,0 mm/1h,"18 km/h

raf.30.6",90%,,11 °C,1011.3hPa,17 km
10558,2024-03-15 02:00:00,add_circle_outline,"12.7 °C
12.7 → 12.9",,0 mm/1h,"18 km/h
raf.28.1",90%,,11.1 °C,1011.5hPa,35 km
10559,2024-03-15 01:00:00,add_circle_outline,"12.9 °C
12.8 → 13",,0 mm/1h,"14 km/h

raf.33.1",91%,,11.5 °C,1011.1hPa,55 km
10560,2024-03-16 00:00:00,add_circle_outline,"12.5 °C
12.2 → 12.6",,0 mm/1h,"11 km/h
raf.15.1",88%,,10.6 °C,1021.2hPa,19 km
10561,2024-03-16 23:00:00,add_circle_outline,"12.4 °C
12.3 → 12.6",,0 mm/1h,"7 km/h
raf.17.6",89%,,10.6 °C,1021.3hPa,19 km
10562,2024-03-16 22:00:00,add_circle_outline,"12.6 °C
12.5 → 12.7",,0 mm/1h,"11 km/h
raf.19.4",88%,,10.7 °C,1021.7hPa,27 km
10563,2024-03-16 21:00:00,add_circle_outline,"12.6 °C
12.4 → 12.9",,0 mm/1h,"11 km/h
raf.13.3",87%,,10.5 °C,"1021.9hPa

=",26 km
10564,2024-03-16 20:00:00,add_circle_outline,"12.9 °C
12.9 → 14.1",,0 mm/1h,"7 km/h
raf.20.5",81%,,9.7 °C,1022.1hPa,35 km
10565,2024-03-16 19:00:00,add_circle_outline,"14.2 °C
14.2 → 15.2",,0 mm/1h,"11 km/h

raf.30.6",76%,31 ,10 °C,"1021.9hPa

=",35 km
10566,2024-03-16 18:00:00,add_circle_outline,"15.2 °C
15.2 → 15.7",,0 mm/1h,"14 km/h
raf.28.8",73%,119 ,10.4 °C,1021.8hPa,19 km
10567,2024-03-16 17:00:00,add_circle_outline,"15.7 °C
15.6 → 16.2",,0 mm/1h,"18 km/h

raf.34.2",80%,181 ,12.3 °C,1021.6hPa,19 km
10568,2024-03-16 16:00:00,add_circle_outline,"16.2 °C
16 → 16.8",,0 mm/1h,"18 km/h

raf.36.7",75%,278 ,11.8 °C,1021.8hPa,19 km
10569,2024-03-16 15:00:00,add_circle_outline,"16.2 °C
15.5 → 16.2",,0 mm/1h,"14 km/h

raf.33.5",78%,228 ,12.4 °C,1022.1hPa,23 km
10570,2024-03-16 14:00:00,add_circle_outline,"15.7 °C
15.7 → 16.7",,0 mm/1h,"22 km/h

raf.32",74%,261 ,11.1 °C,1022.5hPa,35 km
10571,2024-03-16 13:00:00,add_circle_outline,"16.1 °C
15.1 → 16.1",,0 mm/1h,"18 km/h

raf.30.2",76%,353 ,11.9 °C,1022.9hPa,19 km
10572,2024-03-16 12:00:00,add_circle_outline,"15.2 °C
13.9 → 15.2",,0 mm/1h,"11 km/h
raf.26.6",82%,217 ,12.1 °C,1023.2hPa,15 km
10573,2024-03-16 11:00:00,add_circle_outline,"14.0 °C
13.3 → 14",,0 mm/1h,"14 km/h
raf.22",88%,178 ,12 °C,1023.2hPa,12 km
10574,2024-03-16 10:00:00,add_circle_outline,"13.3 °C
11.8 → 13.3",,0 mm/1h,"11 km/h
raf.15.8",89%,214 ,11.5 °C,1022.8hPa,11 km
10575,2024-03-16 09:00:00,add_circle_outline,"11.8 °C
10.5 → 11.8",,0 mm/1h,"7 km/h
raf.11.2",93%,92 ,10.7 °C,1022.6hPa,9 km
10576,2024-03-16 08:00:00,add_circle_outline,"10.4 °C
10.3 → 10.4",,0 mm/1h,"4 km/h
raf.9.7",96%,3 ,9.8 °C,1022.5hPa,6 km
10577,2024-03-16 07:00:00,add_circle_outline,"10.3 °C
9.9 → 10.3",,0 mm/1h,"7 km/h
raf.12.2",93%,,9.2 °C,1021.9hPa,11 km
10578,2024-03-16 06:00:00,add_circle_outline,"9.9 °C
9.4 → 9.9",,0 mm/1h,"7 km/h
raf.11.5",94%,9,9 °C,1021.4hPa,12 km
10579,2024-03-16 05:00:00,add_circle_outline,"9.4 °C
8.2 → 9.4",,0 mm/1h,"7 km/h
raf.12.2",94%,8.4,8.5 °C,1021.0hPa,12 km
10580,2024-03-16 04:00:00,add_circle_outline,"8.2 °C
7.7 → 9.1",,0 mm/1h,"7 km/h
raf.11.9",94%,7,7.3 °C,1020.7hPa,16 km
10581,2024-03-16 03:00:00,add_circle_outline,"9.1 °C
9 → 9.7",,0 mm/1h,"7 km/h
raf.23.4",88%,8,7.2 °C,1020.4hPa,19 km
10582,2024-03-16 02:00:00,add_circle_outline,"9.2 °C
9.1 → 9.6",,0 mm/1h,"11 km/h
raf.20.9",87%,7.5,7.1 °C,1020.0hPa,19 km
10583,2024-03-16 01:00:00,add_circle_outline,"9.4 °C
9.4 → 11",,0 mm/1h,"11 km/h
raf.24.8",86%,7.7,7.2 °C,1019.5hPa,30 km
10584,2024-03-17 00:00:00,add_circle_outline,"12.3 °C
12.3 → 12.7",,1.6 mm/1h,"11 km/h
raf.15.5",95%,,11.5 °C,1017.1hPa,45 km
10585,2024-03-17 23:00:00,add_circle_outline,"12.7 °C
12.7 → 13",,1.9 mm/1h,"11 km/h
raf.17.6",97%,,12.2 °C,1017.6hPa,12 km
10586,2024-03-17 22:00:00,add_circle_outline,"13.0 °C
13 → 13.5",,4.8 mm/1h,"11 km/h
raf.18.4",97%,,12.5 °C,1017.3hPa,5 km
10587,2024-03-17 21:00:00,add_circle_outline,"13.5 °C
13.5 → 14",,0.6 mm/1h,"7 km/h
raf.18",95%,,12.7 °C,1017.2hPa,16 km
10588,2024-03-17 20:00:00,add_circle_outline,"14.0 °C
14 → 14.5",,0 mm/1h,"7 km/h
raf.18",93%,,12.9 °C,1017.0hPa,30 km
10589,2024-03-17 19:00:00,add_circle_outline,"14.5 °C
14.5 → 15.2",,0.2 mm/1h,"11 km/h
raf.20.2",90%,8 ,12.9 °C,1017.0hPa,19 km
10590,2024-03-17 18:00:00,add_circle_outline,"15.2 °C
15.2 → 15.7",,0 mm/1h,"14 km/h
raf.23.8",83%,56 ,12.3 °C,1017.1hPa,55 km
10591,2024-03-17 17:00:00,add_circle_outline,"15.7 °C
15.6 → 16.2",,0 mm/1h,"14 km/h
raf.23",81%,108 ,12.4 °C,1017.3hPa,60 km
10592,2024-03-17 16:00:00,add_circle_outline,"16.2 °C
15.7 → 16.3",,0 mm/1h,"14 km/h
raf.27",79%,233 ,12.6 °C,1017.4hPa,35 km
10593,2024-03-17 15:00:00,add_circle_outline,"16.0 °C
16 → 17.3",,0 mm/1h,"18 km/h
raf.28.4",82%,358 ,12.9 °C,1017.7hPa,30 km
10594,2024-03-17 14:00:00,add_circle_outline,"15.9 °C
15.2 → 16.1",,0 mm/1h,"14 km/h
raf.28.8",82%,214 ,12.8 °C,1017.9hPa,45 km
10595,2024-03-17 13:00:00,add_circle_outline,"15.2 °C
15.2 → 15.8",,0 mm/1h,"14 km/h
raf.27.4",83%,181 ,12.3 °C,1018.4hPa,55 km
10596,2024-03-17 12:00:00,add_circle_outline,"15.5 °C
14.5 → 15.8",,0 mm/1h,"14 km/h
raf.24.8",84%,264 ,12.8 °C,1018.1hPa,55 km
10597,2024-03-17 11:00:00,add_circle_outline,"14.4 °C
13.5 → 14.5",,0 mm/1h,"14 km/h
raf.22.3",90%,131 ,12.8 °C,1018.6hPa,45 km
10598,2024-03-17 10:00:00,add_circle_outline,"13.5 °C
13.2 → 13.5",,0 mm/1h,"11 km/h
raf.28.4",96%,61 ,12.9 °C,1018.4hPa,11 km
10599,2024-03-17 09:00:00,add_circle_outline,"13.2 °C
12.6 → 13.2",,0 mm/1h,"18 km/h
raf.27.4",95%,42 ,12.4 °C,1017.8hPa,45 km
